Date,Shift,Time,Operator MFR,Operator ID,Machine Name,Machine ID,Program Number,Job Description,Parts Produced(No's),Cycle Time(M:S),Loading and Unloading Time(Hrs),Idle Time (Hrs),Total Downtime(Hrs),Actual Running(Hrs),Actual Working Hours,Utilization
2018-02-12,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-850,jyoti VMC,141 | 1000,(OLEO 1OP STEP) & (CARRO POSITIVO),2,00:01:50,01:01:16,09:50:44,10:52:00,01:08:00,12:00:00,9
2018-02-12,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-1260,jyoti VMC,1006,"",6,00:00:58,00:01:06,09:14:54,09:16:00,02:44:00,12:00:00,22
2018-02-12,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-1050,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-02-12,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-850,jyoti VMC,1000 | 141 | 144 | 84,(CARRO POSITIVO) & (OLEO 1OP STEP),3,00:11:11,07:42:32,03:24:28,11:07:00,00:53:00,12:00:00,7
2018-02-13,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-1260,jyoti VMC,1006 | 1008 | 1012,"",11,00:38:05,00:12:36,05:15:24,05:28:00,06:32:00,12:00:00,54
2018-02-13,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-1050,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-02-13,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-850,jyoti VMC,141 | 1000,(CARRO POSITIVO),17,00:10:57,00:36:16,08:05:44,08:42:00,03:18:00,12:00:00,27
2018-02-13,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-1260,jyoti VMC,1006,"",11,00:41:37,00:32:05,05:22:55,05:55:00,06:05:00,12:00:00,50
2018-02-13,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-1050,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-02-13,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-850,jyoti VMC,1000,(CARRO POSITIVO),14,00:03:38,02:53:22,06:02:38,08:56:00,03:04:00,12:00:00,25
2018-02-14,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-1260,jyoti VMC,1006 | 1012 | 1011 | 1008,"",9,00:24:39,01:07:20,06:56:40,08:04:00,03:56:00,12:00:00,32
2018-02-14,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-1050,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-02-14,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-850,jyoti VMC,1000,(CARRO POSITIVO),11,00:03:34,00:39:36,09:17:24,09:57:00,02:03:00,12:00:00,17
2018-02-14,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-1260,jyoti VMC,1006,"",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-02-14,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-1050,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-02-14,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-850,jyoti VMC,1000 | 141,(OLEO 1OP STEP),45,00:17:05,00:01:30,03:49:30,03:51:00,08:09:00,12:00:00,67
2018-02-15,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-1260,jyoti VMC,1006 | 47 | 143 | 1,"",14,00:24:35,01:38:14,04:35:46,06:14:00,05:46:00,12:00:00,48
2018-02-15,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-1050,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-02-15,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-850,jyoti VMC,141 | 1000,(OLEO 1OP STEP) & (CARRO POSITIVO),0,0,00:55:27,07:36:33,08:32:00,03:28:00,12:00:00,28
