Date,Shift,Time,Operator MFR,Operator ID,Machine Name,Machine ID,Program Number,Job Description,Parts Produced(No's),Cycle Time(M:S),Loading and Unloading Time(Hrs),Idle Time (Hrs),Total Downtime(Hrs),Actual Running(Hrs),Actual Working Hours,Utilization
2017-12-24,2,05:00PM - 01:30AM,Not Assigned,Not Assigned,AD/HMC-001,AMS Micromatic,"",-,,0,00:00:00,00:00:00,00:00:00,00:00:00,08:30:00,0
2017-12-24,3,01:30AM - 08:30AM,Not Assigned,Not Assigned,AD/HMC-001,AMS Micromatic,"",-,,0,00:00:00,00:00:00,00:00:00,00:00:00,07:00:00,0
2017-12-25,1,08:30AM - 05:00PM,Not Assigned,Not Assigned,AD/HMC-001,AMS Micromatic,"",-,,0,00:00:00,00:00:00,00:00:00,00:00:00,08:30:00,0
2017-12-25,2,05:00PM - 01:30AM,Not Assigned,Not Assigned,AD/HMC-001,AMS Micromatic,"",-,,0,00:00:00,00:00:00,00:00:00,00:00:00,08:30:00,0
2017-12-25,3,01:30AM - 08:30AM,Not Assigned,Not Assigned,AD/HMC-001,AMS Micromatic,"",-,,0,00:00:00,00:00:00,00:00:00,00:00:00,07:00:00,0
2017-12-26,1,08:30AM - 05:00PM,Not Assigned,Not Assigned,AD/HMC-001,AMS Micromatic,3870,(26.12.17),17,00:22:59,00:48:10,01:07:50,01:56:00,06:34:00,08:30:00,77
2017-12-26,2,05:00PM - 01:30AM,Not Assigned,Not Assigned,AD/HMC-001,AMS Micromatic,3870 | 3871 | 110,(26.12.17) & (G600MPH HOUSING 1ST OPN) & (3871),17,00:20:05,00:37:12,02:05:48,02:43:00,05:47:00,08:30:00,68
2017-12-26,3,01:30AM - 08:30AM,Not Assigned,Not Assigned,AD/HMC-001,AMS Micromatic,110 | 3871,(3871) & (G600MPH HOUSING 1ST OPN),13,00:00:00,00:32:12,02:00:48,02:33:00,04:27:00,07:00:00,63
2017-12-27,1,08:30AM - 05:00PM,Not Assigned,Not Assigned,AD/HMC-001,AMS Micromatic,3871,(G600MPH HOUSING 1ST OPN),15,00:20:58,01:19:30,01:09:30,02:29:00,06:01:00,08:30:00,70
2017-12-27,2,05:00PM - 01:30AM,Not Assigned,Not Assigned,AD/HMC-001,AMS Micromatic,3871,(G600MPH HOUSING 1ST OPN),16,0,00:49:45,01:29:15,02:19:00,06:11:00,08:30:00,72
2017-12-27,3,01:30AM - 08:30AM,Not Assigned,Not Assigned,AD/HMC-001,AMS Micromatic,3871 | 110,(G600MPH HOUSING 1ST OPN) & (3871),14,0,00:57:52,01:41:08,02:39:00,04:21:00,07:00:00,62
2017-12-28,1,08:30AM - 05:00PM,Not Assigned,Not Assigned,AD/HMC-001,AMS Micromatic,3871,(G600MPH HOUSING 1ST OPN),15,00:22:33,00:38:30,01:47:30,02:26:00,06:04:00,08:30:00,71
2017-12-28,2,05:00PM - 01:30AM,Not Assigned,Not Assigned,AD/HMC-001,AMS Micromatic,3871,(G600MPH HOUSING 1ST OPN),16,00:13:19,00:40:50,01:53:10,02:34:00,05:56:00,08:30:00,69
2017-12-28,3,01:30AM - 08:30AM,Not Assigned,Not Assigned,AD/HMC-001,AMS Micromatic,3871 | 110,(3871),13,00:19:19,02:37:02,00:25:58,03:03:00,03:57:00,07:00:00,56
2017-12-29,1,08:30AM - 05:00PM,Not Assigned,Not Assigned,AD/HMC-001,AMS Micromatic,3871,(G600MPH HOUSING 1ST OPN),12,00:00:00,01:17:24,01:39:36,02:57:00,05:33:00,08:30:00,65
2017-12-29,2,05:00PM - 01:30AM,Not Assigned,Not Assigned,AD/HMC-001,AMS Micromatic,3871,(G600MPH HOUSING 1ST OPN),19,00:22:26,00:27:14,01:23:46,01:51:00,06:39:00,08:30:00,78
2017-12-29,3,01:30AM - 08:30AM,Not Assigned,Not Assigned,AD/HMC-001,AMS Micromatic,3871 | 110,"(G600MPH HOUSING 1ST OPN) & 
(G600MPH HOUSING 1ST OPN)",13,00:00:00,00:29:41,01:41:19,02:11:00,04:49:00,07:00:00,68
2017-12-30,1,08:30AM - 05:00PM,Not Assigned,Not Assigned,AD/HMC-001,AMS Micromatic,3871 | 3860,"(G600MPH HOUSING 1ST OPN) & (G600 HOUSING 1ST OPN) & 
G01G91Z-1.0F100
G01G91X-0.3F500
-001)",3,00:28:03,01:18:16,03:37:44,04:56:00,03:34:00,08:30:00,41
2017-12-30,2,05:00PM - 01:30AM,Not Assigned,Not Assigned,AD/HMC-001,AMS Micromatic,3860 | 110,"(G600 HOUSING 1ST OPN) & 
G01G91Z-5.0F3000
G01G90G41D31X-45.0F2000
90G40G49G80
STING 27/11/17) & (3860)",15,00:25:50,00:32:40,01:19:20,01:52:00,06:38:00,08:30:00,78
2017-12-30,3,01:30AM - 08:30AM,Not Assigned,Not Assigned,AD/HMC-001,AMS Micromatic,110,(3860),12,00:25:43,00:34:12,01:00:48,01:35:00,05:25:00,07:00:00,77
2017-12-31,1,08:30AM - 05:00PM,Not Assigned,Not Assigned,AD/HMC-001,AMS Micromatic,110 | 1 | 3860,(3860) & (G600 HOUSING 1ST OPN) & (SUB PRGM FOR 3860),15,00:28:16,00:47:07,00:31:53,01:19:00,07:11:00,08:30:00,84
2017-12-31,2,05:00PM - 01:30AM,Not Assigned,Not Assigned,AD/HMC-001,AMS Micromatic,3860,(G600 HOUSING 1ST OPN),15,00:28:20,00:31:45,00:56:15,01:28:00,07:02:00,08:30:00,82
2017-12-31,3,01:30AM - 08:30AM,Not Assigned,Not Assigned,AD/HMC-001,AMS Micromatic,3860,(G600 HOUSING 1ST OPN),11,0,00:21:49,01:54:11,02:16:00,04:44:00,07:00:00,67
