Date,Shift,Time,Operator MFR,Operator ID,Machine Name,Machine ID,Program Number,Job Description,Parts Produced(No's),Cycle Time(M:S),Loading and Unloading Time(Hrs),Idle Time (Hrs),Total Downtime(Hrs),Actual Running(Hrs),Actual Working Hours,Utilization
2018-01-12,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-850,jyoti VMC,176 | 275 | 276 | 277 | 187 | 189 | 179 | 273 | 178 | 188 | 190,(SUPBR RH 3OP),28,00:00:04,00:07:28,09:17:32,09:25:00,02:35:00,12:00:00,21
2018-01-12,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-1260,jyoti VMC,227,(OLEO TAPPER),8,00:23:38,00:07:44,08:49:16,08:57:00,03:03:00,12:00:00,25
2018-01-12,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-1050,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-01-12,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-850,jyoti VMC,187,(SUPBR RH 3OP),14,00:05:29,00:00:28,10:59:32,11:00:00,01:00:00,12:00:00,8
2018-01-13,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-1260,jyoti VMC,227 | 47 | 48,"(FREE) & 
G01G90G42D352X-16.45Y0F50
G02I16.45
05
4
0MM CUTTER)",11,00:03:29,00:19:36,10:09:24,10:29:00,01:31:00,12:00:00,12
2018-01-13,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-1050,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-01-13,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-850,jyoti VMC,187 | 188,(SUP BKT RH 4TH OPP),1,00:00:35,06:30:26,05:22:34,11:53:00,00:07:00,12:00:00,0
2018-01-13,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-1260,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-01-13,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-1050,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-01-13,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-850,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
